english,polish,polish_alternatives
slipper,kapeć,
slippery,śliski,
slipshod,niedbały,
slipway,pochylnia,
slit,nacięcie,
slither,ześlizgiwać,
sliver,"drzazga
 2.  kawałek",
slop,rozchlapywać,rozchlapywać się|rozlewać
slot,wchodzić na swoje miejsce,
slovak,słowacki,słowak
slovakia,słowacja,
slovenia,słowenia,
slovenian,słoweński,słoweniec
slovenly,niechlujny,
sluggish,ociężały,
sluice,śluza,
slump,opadać,"spadać
 2.  opadać ciężko"
slurp,siorbać,
slush,ckliwość,i.    rozmokły śnieg
sly,znaczący,
smallish,przymały,
smart,boleć,"od czegoś)
 2.  cierpieć"
smarten up,upiększać,upiększać się
smash,przebój,
smashing,fajny,
smelly,śmierdzący,
smithy,kuźnia,
smoked,wędzony,
smokeless,bezdymny,
smokescreen,zasłona,
smoky,zadymiony,przydymiony
smolder,tlić się,
smother,dusić,"przytłaczać|przygniatać|tłumić
 2.  zadusić"
smoulder,tlić się,
smudge,rozmazywać,zasmarowywać
smuggle,przemycać,szmuglować
smuggler,przemytnik,
smutty,zabrudzony,
snafu,ogólny burdel,
snag,trudność,rozdzierać
snail,ślimak,
snake,wąż,
snap,zgarniać,
snapshot,zdjęcie,
snarl,warczeć,warczenie
sneak,przekradać,wykradać
sneaker,tenisówka,
sneaky,ukradkowy,
sneeze,kichać,kichnięcie
snigger,chichotać,
snivel,biadolić,zawodzić
snobbery,snobizm,
snobbish,snobistyczny,
snooty,zadzierający,
snore,chrapać,chrapanie
snorkel,oddechowa,
snort,parskać,"prychać
ii.    parsknięcie|prychnięcie"
snowball,śnieżka,
snowbound,zasypany,
snowdrift,zaspa śnieżna,
snowdrop,przebiśnieg,śnieżyczka
snowed under,przysypany,
snowflake,płatek,
snowman,bałwan,bałwan śniegowy
snowplough,pług,
snowplow,pług,
snowy,zaśnieżony,
snp,szkocka,
snuggle,przytulać,
soak,moczyć,"namakać
 2.  przemakać"
soap,telewizyjny,
soapy,namydlony,
sob,szlochanie,"szlochać
ii.    łkanie"
sobering,otrzeźwiający,
soccer,piłka,piłka nożna europejska
social,społeczna,ubezpieczenia społeczne
socialise,spotykać się towarzysko,
socialism,socjalizm,
socialist,socjalistyczny,
socialize,spotykać się towarzysko,
society,społeczeństwo,
sociology,socjologia,
sock,skarpetka,
socket,gniazdko,"panewka|łożysko
 3.  oczodół"
sod,darń,
soda,sodowa,
sodden,przemoczony,
soften,łagodnieć,
software,oprogramowanie,
soggy,namoknięty,przemokły
soil,brudzić,"ziemia
ii.    uwalać"
solar,słoneczny,
soldier,żołnierz,
solely,całkowicie,
solemn,poważny,
solicit,nagabywać,zaczepiać
solidarity,solidarność,
solidify,zastygać,
solitary,samotny,
solitude,samotność,
soluble,rozpuszczalny,
solve,rozwiązywać,
solvent,wypłacalny,rozpuszczalnik
some,jakiś,
somebody,ktoś,
someday,któregoś,
somehow,jakoś,w jakiś sposób
someone,ktoś,
someplace,gdzieś,
somersault,koziołek,przewrót
sometime,kiedyś,
somewhat,dość,
somewhere,gdzieś,
song,pieśń,
soninlaw,zięć,
sonny,synuś,
soon,wkrótce,wolałby zrobić a
soothe,uspokajać,łagodzić|koić
soporific,nasenny,
sordid,brudny,
sore,drażliwy,
sort,załatwiać,
souldestroying,śmiertelnie nudny,
soulful,uduchowiony,
soulless,bezduszny,
sound,badać,
soundproof,dźwiękoszczelny,
soundtrack,ścieżka,
sour,oziębiać,"turn sour 
 - kwaśnieć"
source,źródło,
southbound,południe,
southeastern,południowo-wschodni,
southerly,południowy,
southern,południowy,
southwestern,południowo-zachodni,
souvenir,pamiątka,
sovereign,najwyższa,
soviet,związek,
space,kosmiczny,
spacecraft,okręt,
spaceship,statek,
spacious,rozległy,
spain,hiszpania,
spanish,hiszpański,
sparing,oszczędny,
spark,iskierka,wszczynać|świeca|świeca iskrowa
sparrow,wróbel,
sparse,nieliczny,
spartan,spartański,
spasmodic,spazmatyczny,
spastic,kurczowy,
spate,napływ,przypływ
spatial,przestrzenny,
spatter,opryskiwać,rozpryskiwać
spawn,produkować,
speak,mów,mówić
spear,"włócznia
ii.    przeszywać",
special,specjalny,wyrób specjalny
specialise,specjalizować się,
specialist,specjalistyczny,
speciality,specjalność,
specialize,specjalizować się,
specialty,specjalność,
species,gatunek,
specific,specjalny,szczegółowy
specifically,szczególnie,
specify,wyszczególniać,precyzować
speck,plamka,"ślad
 2.  szczypta"
spectacular,widowiskowy,
speculative,spekulatywny,"niepewny|kalkulujący
 3.  spekulacyjny"
speechless,oniemiały,
speedboat,ślizgacz,
speedometer,prędkościomierz,
speedway,wyścigowy,
speedy,prędki,
spellbound,oczarowany,
spelling,ortografia,
spent,zużyty,
sperm,nasienie,plemnik
spew,wypluwać,wyrzucać|wyrzucać z siebie
spickandspan,prosto spod igły,
spicy,przyprawiony,
spider,pająk,
spill,rozlewać,"rozlewać
 2.  wylewać się"
spin,kręcić,obracać|kręcić się
spinal,kręgosłup,rdzeń kręgowy
spindry,odwirowywać,
spinoff,uboczny,
spiral,opadać,
spirited,energiczny,żywy
spiteful,złośliwy,
splash,rozchlapywać,ochlapywać
spleen,śledziona,
splendid,wspaniały,
splendor,wspaniałość,znakomitość
splendour,wspaniałość,znakomitość
splice,splatać,
split,rozdzielać,
spokeswoman,przedstawicielka,
spongebag,kosmetyczka,
spongy,gąbczasty,
sponsor,sponsorować,"patronować
 2.  podtrzymywać|zgłaszać
ii.    sponsor"
spontaneous,spontaniczny,samoistny
spooky,makabryczny,przerażający
spool,rolka,
spoon,nakładać,"łyżeczka
ii.    nakładać łyżką"
spoonful,łyżeczka,łyżka
sporadic,sporadyczny,
sporting,sportowy,
sports car,samochód,
spotless,nieskazitelny,
spotted,kropkowany,
spouse,małżonek,małżonka
spout,"sprzedawać
ii.    dzióbek","tryskać
 2.  karmić|wyrzucać"
sprain,wykręcać,"wykręcenie|zwichnąć
ii.    zwichnięcie"
spray,rozpryskiwać,sypać się
spread,rozpościerać,rozciągać|rozciągać się
spreadsheet,elektroniczny,
sprig,gałązka,
sprightly,żwawy,żywy
spring,zaskakiwać,pojawiać się
springboard,odskocznia,
springclean,porządkować,
springtime,wiosny,
springy,elastyczny,sprężysty
sprinkle,posypywać,polewać
sprout,pęd,"wyłaniać się
ii.    kiełek"
spruce,świerk,
spry,żywotny,
spurious,fałszywy,
spurn,odtrącać,
squad,policyjny,wóz patrolowy
squalid,brudny,
squall,nawałnica,szkwał
squalor,nędza,
squander,roztrwaniać,trwonić
squarely,bezpośrednio,
squash,rozgniatać,
squeak,piszczeć,"skrzypieć
ii.    pisk"
squeaky,piszczący,skrzypiący
squeamish,nerwowy,wrażliwy
squeeze,uścisk,"wciskać|wtłaczać
ii.    uściśnięcie|wtłaczać się"
squid,kałamarnica,mątwa
squiggle,zakrętas,
squirm,wiercić,
squirrel,wiewiórka,
squirt,strumień,
st,święty,
stabilise,stabilizować,stabilizować się
stability,stabilność,
stabilize,stabilizować,stabilizować się
stable,stabilny,stajnia
stag,wieczór,
stage,scenę,
stagecoach,dyliżans,
stagemanage,reżyserować,
stagger,oszałamiać,planować|układać
stagnate,wchodzić w zastój,
staid,stateczny,
stain,witraż,
stainless,nierdzewny,
stalwart,dzielny,wierny
stamina,wytrwałość,wytrzymałość
stammer,jąkać,"wyjąkać
ii.    jąkanie się"
stammerer,jąkała,
stamp,pieczętować,określać
stampede,panika,
stand,przechodzić,"znosić|stawiać czoła 
 4.  popierać"
standalone,autonomiczny,niezależny
standard,życia,stopa życiowa
standardise,standaryzować,
standardize,standaryzować,
standby,rezerwowy,i.   1.  niezawodny środek|środek
standing,miejsca stojące,
standoffish,oficjalny,
standpoint,widzenia,
staple,podstawowy,
stare,spoglądać,spojrzenie
starry,rozgwieżdżony,
starryeyed,idealistyczny,
start,"zaczynać
 2.  rozpoczynać pracę","zaczynać
 2.  zapuszczać"
starter,przystawka,rozrusznik
startle,zaskakiwać,
starvation,głód,
starve,głodować,"głodzić|zagłodzić
 3.  pozbawiać"
state,stany,
stated,określony,
stately,majestatyczny,
statement,wyciąg,
statesman,mąż,
static,zakłócenia,
stationary,nieruchomy,
stationer,materiałów,
stationery,materiały,
statistics,statystyka,
statue,posąg,
statuesque,posągowy,
statuette,figurka,
statutory,ustawowy,
stave off,odkładać,zapobiegać
stay,kłaść,zatrzymywać się
std,międzymiastowe,
steadfast,niezachwiany,niezłomny
steady,wyrównywać,uspokajać
stealth,skradanie,
stealthy,potajemny,
steam,wjeżdżać,wjeżdżać pod napędem parowym|wpływać pod napędem parowym
steamroller,drogowy,
steamy,zaparowany,
steelworks,stalownia,
steely,stalowy,
steep,stromy,
steeped,osadzony,
steeple,wieża,
stellar,gwiezdny,
stem,wynikać,
stench,odór,smród
stencil,"matryca
ii.    matrycować",
stepladder,składana,
stereo,sprzęt,
sterile,sterylny,bezpłodny
sterilise,sterylizować,
sterilize,sterylizować,
steward,zarządca,
stick,bronić,
sticker,naklejka,
stiff,śmierć,
stifle,gnieść,
stigma,piętno,
stile,przejście,przełaz
still,nieruchomy,
stillborn,urodzony,
stilted,wysilony,
stimulate,stymulować,pobudzać
sting,pieczenie,użądlić|zaboleć
stingy,skąpy,
stink,cuchnąć,smród|i.    śmierdzieć
stinking,cholerny,
stipulate,wymagać,żądać
stir,poruszać,ruszać
stirring,wzburzający,
stirrup,strzemię,
stocking,pończocha,
stocky,krępy,
stoke,podrzucać,podsycać
stolid,flegmatyczny,
stomach,żołądek,
stomachache,ból,
stomp,stąpać,
stonecold,zimny,
stonedeaf,głuchy,
stony,kamienny,
stool,stołek,
stoop,garbienie,
stopgap,tymczasowe rozwiązanie,
stoppage,przerwanie,
stopper,korek,
storage,magazynowanie,
store,przechowywać,
storeroom,skład,
storey,piętro,
storm,"wzburzać się
 3.  szturmować",
story,piętro,
stout,pulchny,"tęgi
 2.  solidny"
stove,kuchenka,
stow,odkładać,stow away  chować
stowaway,pasażer,
straddle,stawać,"siadać okrakiem
 2.  przekraczać"
straighten,wyprostowywać,
straightforward,bezpośredni,
straitlaced,pruderyjny,
strand,być,
strangled,zduszony,
strategic,strategiczny,
strategy,strategia,
strawberry,truskawka,
stray,błąkać,zabłąkany|i.    błądzić
stream,dzielić,
streamline,robić,
street,szary człowiek,
strengthen,wzmacniać,"umacniać
 2.  dawać siłę|umacniać się"
strenuous,wyczerpujący,
strew,zarzucać,pokrywać
stricken,dotknięty,rażony
stride,kroczyć,iść długimi krokami
string,linka,"łańcuch
ii.   1.  nawlekać"
stringy,włóknisty,żylasty
strip,demontować,"pozbawiać 
iii.  strip club|rozbierać
 2.  zabierać"
stripe,pasek,prążek
strive,usiłować,walczyć
stroke,głaskać,
stroll,przechadzka,
structural,strukturalny,
structure,kształtować,
strum,brzdąkać,
strut,kroczyć,
stubble,ściernisko,
stuck,utknąć,
stuckup,zarozumiały,
studded,nabijany,
studied,wystudiowany,
studio,pracownia,
studious,pilny,
study,pracownia,"uczenie się
 2.  studium"
stuffy,duszny,
stump,odłamek,
stun,ogłuszać,oszołamiać
stupefy,oszałamiać,
stupendous,zdumiewający,
stupidity,głupota,głupstwo
stupor,odurzenie,otępienie
sturdy,silny,wytrzymały
stutterer,jąkała,
style,projektować,
stylise,stylizować,
stylish,modny,
stylize,stylizować,
suave,gładki,
subconscious,podświadomy,podświadomość
subcontract,podnajmować,"subcontract
i.    zlecać"
subdivide,dzielić,
subdue,przyprowadzić,"poskromić
 2.  opanować"
subjective,subiektywny,
subjunctive,tryb łączący,
sublet,podnajmować,
submarine,okręt,
submerge,zanurzać,"zanurzać
 2.  zatapiać"
submissive,uległy,
submit,ulegać,przedkładać
subnormal,opóźniony,opóźniony w rozwoju
subscribe,subskrybować,wspomagać|wykładać
subsequent,następujący,późniejszy
subsidence,osiadanie,
subsidiary,dodatkowy,
subsidise,dotować,subsydiować
subsidize,dotować,subsydiować
subsist,przetrwać,
substance,realność,prawdziwa wartość
substandard,niedopuszczalny,poniżej normy
substantial,znaczny,"poważny
 2.  istotny|ważny"
substantiate,udowadniać,uzasadniać
substitute,namiastka,zastępstwo
subterfuge,podstęp,
subterranean,podziemny,
subtle,subtelny,
subtlety,subtelność,
subtract,odejmować,
subtraction,odejmowanie,
suburban,prowincjonalny,
subversive,wywrotowy,
success,powodzenie,
successful,odnosić,
successive,kolejny,następujący
successor,następca,
succinct,zwięzły,
succumb,ulegać,
suck,"zasysać
 3.  wciągać",
suction,przyssanie,
sudanese,sudański,sudańczyk
sudden,znienacka,
suds,mydliny,
sue,dochodzić,skarżyć do sądu
suet,tłuszcz,łój
sufferer,cierpiący,
suffering,cierpienie,
suffice,wystarczać,
sufficient,czegoś,
suffix,przyrostek,
suffocate,dusić,dusić się
sugar,"słodzić
iv.  sugar bowl",
suggest,sugerować,proponować
suggestion,"sugestia
 2.  napomknięcie",ślad
suicidal,samobójczy,
suicide,samobójstwo,
suitcase,walizka,
suited,dopasowany,odpowiadający sobie
sulfur,siarka,
sulky,nadąsany,zasępiony
sullen,posępny,
sulphur,siarka,
sultan,sułtan,
sultana,rodzynka,
sultry,duszny,gorący|namiętny
sum,krótko,
summarise,streszczać,
summarize,streszczać,
summary,streszczenie,doraźny
summingup,podsumowanie,
sumptuous,wystawny,świadczący o przepychu
sun,opalania,
sunbathe,leżeć,opalać się
sunblock,przeciwsłoneczny,
sunburn,oparzenie,
sunburnt,opalony,"opalony
 2.  oparzony słońcem"
sundae,lodowy,
sundial,słoneczny,
sundown,zachód,zachód słońca
sunflower,słonecznik,
sunglasses,słoneczne,
sunlamp,kwarcowa,
sunlight,słońce,światło słońca
sunny,słoneczny,
sunrise,wschód,wschód słońca
sunset,zachód,zachód słońca
sunshade,parasolka,
sunshine,słońce,światło słońca
sunstroke,porażenie,
superb,rewelacyjny,
supercilious,wyniosły,
superficial,powierzchowny,
superfluous,nadmierny,
superimpose,nakładać,
superintend,nadzorować,
superior,doświadczeniem,"wyniosły
ii.    przełożony|wyższy"
supersede,zastępować,
supersonic,naddźwiękowy,
superstition,przesąd,
superstitious,przesądny,
supervise,nadzorować,opiekować się
supervision,nadzór,
supplant,zastępować,
supple,giętki,"zwinny
 2.  miękki"
supplementary,dodatkowy,uzupełniający
support,podpierać,podtrzymywać
supporter,poplecznik,
suppose,myślę,"supposing 
 - przypuśćmy|że"
supposed,domniemany,
supposition,domniemanie,
suppress,zdławiać,"zatajać|zduszać
 2.  powstrzymywać"
supreme,najwyższy,"główny
 2.  najznakomitszy"
surface,zwykła,poczta zwykła nielotnicza
surfboard,deska,
surgical,chirurgiczny,
surly,grubiański,
surmise,domyślać,
surmount,pokonać,
surname,nazwisko,
surpass,przewyższać,
surplus,nadwyżka,"nadmiar
ii.    tworzący nadwyżkę"
surprise,niespodzianka,"zaskakujący
iii.    zaskakiwać"
surprising,zaskakujący,
surrender,poddanie,"zrzeczenie|poddawać|poddawać 
 2.  oddawać|poddawać się"
surreptitious,potajemny,
surrogate,zastępca,
surround,otaczać,
surveillance,nadzór,nadzór policyjny
survival,przetrwanie,
survive,przeżywać,przetrwać
survivor,ocalały,pozostały przy życiu
susceptible,podatny,
suspend,zawieszać,
suspense,napięcie,
suspension,wiszący,
suspicious,podejrzany,
sustained,ciągły,
sustenance,pożywienie,
swab,kłębek,
swallow,przełykać,
swamp,"mokradło
ii.    zalewać",
swampy,podmokły,
swan,łabędź,
swapping,przemieszczenie,przemieszczenie zadań
swarm,mrowić,
swarthy,smagły,śniady
swat,pacnąć,uderzyć
swear,przysięgać,przeklinać|kląć
swearword,przekleństwo,
sweeping,uogólniający,rozległy|zbyt uogólniający
sweeten,przekupić,
sweetheart,kochanie,ukochany
sweltering,upalny,
swerve,skręcenie,
swig,chlapnąć,"strzelić sobie
ii.    chlapnięcie|łyk"
swimmer,pływak,
swimming,kąpielówki,"pływalnia|pływalnia
iii.  swimming pool"
swimsuit,kąpielowy,
swindle,oszukiwać,
swine,świnia,
swing,bujać,huśtać
swipe,zamachnięcie,"zwędzać
ii.    zamachnięcie się"
swirl,wirować,"kręcenie się|kręcić
ii.    wirowanie|kręcić się"
swish,chlastać,"śmigać
ii.    śmiganie|śmignięcie"
switchback,kolejka,
switzerland,szwajcaria,
swivel,obracać,
swollen,opuchnięty,
swoon,omdlewać,
swoop,spadanie,
sworn,straszny,zaprzysięgły
swot,"uczyć się
ii.    kujon",
symbolise,symbolizować,
symbolism,symbolizm,
symbolize,symbolizować,
symmetrical,symetryczny,
symmetry,symetria,
symphonic,symfoniczny,
symptomatic,symptomatyczny,
synchronise,synchronizować,
synchronize,synchronizować,
synonymous,synonimiczny,
synopsis,streszczenie,
syntactic,syntaktyczny,
syntax,składnia,
synthesise,syntetyzować,
synthesize,syntetyzować,
synthetic,syntetyczny,sztuczny
syphon,przetaczać,wyciągać
syringe,strzykawka,
system,układ,
systematic,systematyczny,
systematise,systematyzować,
systematize,systematyzować,
ta,dziękuję,
tab,etykietka,
tabby,pręgowany,"kotka|pręgowany
ii.   1.  buras"
tablespoon,duża,
tablespoonful,duża,
tablet,tabletka,
tabloid,bulwarowa,
taboo,niedozwolony,
tabulate,układać,
tacit,milczący,
taciturn,małomówny,
tack,gwóźdź,i.   1.  gwóźdź tapicerski
tacky,paskudny,
tactful,taktowny,
tactical,taktyczny,
tactics,taktyka,
tadpole,kijanka,
tailor,dostosowywać,"i.    krawiec męski|krawiec
ii.    przysposabiać"
taiwanese,tajwański,tajwańczyk
takeover,przejęcie,przewrót
takings,wpływy,
tale,opowiadanie,opowieść
talented,utalentowany,
talk,dyskutować,
talker,gaduła,
tally,"rachunek
ii.    zgadzać się",
tamper,majstrować,manipulować
tangerine,mandarynka,
tangible,konkretny,
tangle,zaplątać,
tantalise,zwodzić,
tantalize,zwodzić,
tantamount,równoznaczny,
tantrum,histeria,
tanzanian,tanzański,
tape,"przytwierdzać
iii.  tape measure",szpula z taśmą
taper,świeca,
tar,dziegieć,smołować
tardy,powolny,
tariff,cło,
tarmac,powierzchnia smołowa,
tarnish,matować,"matowieć
 2.  brukać"
tarpaulin,płótno,
tarry,pozostawać,
tart,kwaśny,
tartar,kamień,kamień nazębny
task,zajęcie,
tasteful,gustowny,
tata,cześć,
tattered,obstrzępiony,
tatty,brudny,
taunt,"drwić
ii.    szyderstwo",i.    drażnić
taut,naprężony,
tawdry,tandetny,
tawny,brunatny,
tax,podatkowa,
taxable,podlegający,
taxation,opodatkowanie,
taxi,taksówkarz,
taxpayer,podatnik,
tb,gruźlica,
tea,ekspresowa,
teacup,filiżanka,
teak,tekowe,
teamwork,zespołowa,
teapot,czajniczek,
tearful,płaczliwy,łzawy
tease,drażnić,
teaspoon,łyżeczka,łyżeczka do herbaty
teaspoonful,łyżeczka,łyżeczka do herbaty
teatime,picia,
teatowel,ścierka,ścierka do naczyń
technically,"ściśle biorąc
 2.  technicznie",
technician,technik,
technique,technika,
technological,technologiczny,
technology,technika,
teddy,miś,
tedious,nudny,żmudny
teenager,nastolatek,
teeshirt,koszulka,
teeter,czymś,
teethe,ząbkować,
teetotal,nie pijący alkoholu,
telecommunications,telekomunikacyjny,
telegraphic,telegraficzny,
telepathic,telepatyczny,
telepathy,telepatia,
telescopic,teleskopowy,
televise,nadawać,nadawać przez telewizję
telex,nadawać dalekopisem,"teleks
ii.    nadawać teleksem"
tell,mówić,
telling,skuteczny,wymowny|wiele mówiący
temerity,czelność,zuchwałość
temper,złość,
temperate,umiarkowany,
temporal,czasowy,doczesny
temporary,czasowy,
tempt,coś,
tenable,utrzymania,mogący być obroniony
tenacious,nieustępliwy,
tenancy,dzierżawa,
tenant,"najemca
 2.  dzierżawca",
tendency,skłonność,
tender,przetargowa,przedstawiać
tendon,ścięgno,
tenement,czynszowy,
tenor,wymowa,tenorowy
tense,napięty,"naprężony
ii.    napinać się"
tension,napięcie,naprężenie
tentacle,czułek,
tentative,próbny,
tenth,dziesiąty,
tenuous,słaby,
term,krótszą,
terminate,jechać,
terminology,terminologia,
terminus,duża,stacja końcowa
terrace,stojące,szereg domów
terrible,okropny,
terrify,przerażać,
territorial,terytorialny,
terror,przerażenie,
terrorise,terroryzować,
terroristic,terrorystyczny,
terrorize,terroryzować,
terrorstricken,przerażony,
terse,krótki,oschły
test,badanie,i.    sprawdzać|próbówka|sprawdzać
testicle,jądro,
tetanus,tężec,
textbook,podręcznik,
textiles,przemysł,
th,czwartek,
than,niż,
thank,dzięki,
thankful,szczęśliwy,uszczęśliwiony
thankless,niewdzięczny,
thanksgiving,święto,
that,aż,
thatched,strzechą,
thaw,odtajać,rozmrażać
theatrical,teatralny,
theft,kradzież,
theology,teologia,
theorem,twierdzenie,
theoretical,teoretyczny,
theorise,teoretyzować,
theorize,teoretyzować,
theory,teoria,
therapeutic,terapeutyczny,
therapeutical,terapeutyczny,
therapy,terapia,
thereafter,później,
thermal,termiczny,ocieplany
thicken,gęstnieć,zagęszczać
thicket,gęstwina,
thickness,grubość,
thickset,krępy,
thickskinned,gruboskórny,
thief,złodziej,
thimble,naparstek,
thin,rozwadniać,
think,wymyślać,
thinker,myśliciel,
thirdly,trzecie,
thirdrate,trzeciorzędny,
thirst,pragnienie,
thirsty,spragniony,
thirteen,trzynaście,
thirty,trzydzieści,
this,mówi,
thong,pasek,rzemień
thorough,drobiazgowy,dokładny
thoroughfare,arteria,
thought,zamyślenie,pogląd
thoughtful,zamyślony,rozważny
thoughtless,bezmyślny,
thousand,tysiąc,
thousandth,tysięczny,
threadbare,wyświechtany,
threedimensional,trójwymiarowy,
thresh,młócić,
threshold,próg,
thrift,oszczędność,
thrifty,oszczędny,
thrill,ekscytować,
thrive,prosperować,rozkwitać
throb,"pulsować
ii.    dudnienie",
throng,tłoczyć,
throughout,cały,"przez
ii.    całkowicie"
throw,zarzucać,"zwracać
 2.  wzbijać"
thu,czwartek,
thug,łotr,
thumb,zatrzymywać,
thumbtack,pinezka,
thump,uderzać,"uderzenie|łomot
 2.  grzmotnięcie"
thunderbolt,uderzenie,
thunderous,grzmiący,
thursday,czwartek,
thus,w taki sposób,
thwart,stać,unicestwić
tic,tik,
tickle,łaskotać,łechtać
ticklish,delikatny,"drażliwy
 2.  mający łaskotki"
tidal,pływowy,
tidbit,kąsek,
tide,pływ,przypływ
tier,rząd,
tiff,sprzeczka,
tighten,zaciskać,"zaciskać
 2.  naprężać się|zaostrzać"
tightfisted,skąpy,
tilt,przechylać,"przechylać
ii.    przechylenie"
timeless,ponadczasowy,
timely,aktualny,w porę
timer,minutnik,
timid,nieśmiały,
timing,poczucie,
timpani,kotły,
tin,konserwować,
tinfoil,folia,
tingle,kłuć,szczypać
tinkle,brzęczeć,brzęczenie
tinned,konserwowy,
tinsel,bożonarodzeniowa,
tinted,kolorowy,farbowany
tipple,trunek,
tipsy,ululany,
tire,męczyć,
tired,zmęczony,wyczerpany
tireless,niestrudzony,
tiresome,męczący,
tiring,nużący,
tissue,bibułka,
titbit,kąsek,
titillate,podniecać,łechtać
titivate,wysztafirować,
title,tytuł,
titled,utytułowany,
titleholder,zdobywca tytułu,
titter,chichotać,
tittletattle,plotka,
titular,tytularny,
toadstool,trujący,
tobacco,tytoń,
toddler,małe,pędrak
toenail,paznokieć,paznokieć palca nogi
toilet,miska,
toiletries,toaletowe,
tolerable,wytrzymania,znośny
tolerance,wyrozumiałość,
tolerant,tolerancyjny,
tolerate,tolerować,znosić
tomboy,chłopczyca,
tombstone,płyta,
tonedeaf,słuchu,
tonguetwister,wyrażenie trudne do wymówienia,
tonnage,tonaż,
tonsil,migdałek,
tonsillitis,zapalenie,
too,aż,"także
 2.  zbyt"
toot,trąbić,zatrąbienie
tooth,ząb,
toothache,ból,
toothbrush,szczoteczka,
toothpaste,zębów,
toothpick,wykałaczka,
topheavy,przeciążony,
topical,aktualny,
toplevel,najwyższym,
topmost,najwyższy,
topsecret,ściśle tajny,
topup,dolewka,
torment,dręczyć,"torment
i.    męka|udręka
ii.    męczyć"
tormentor,dręczyciel,
torpedo,torpedować,
tortoise,żółw,
torture,torturować,
toss,przewracać,"rzucać|rozstrzygać przez rzut monety|rzucać
 2.  wstrząsać"
tot,berbeć,"dzidziuś
 2.  kieliszeczek"
totalitarian,totalitarny,
touch,być,"być w kontakcie|dotykać
 2.  stykać się|kontaktować się
 3.  poruszać"
touchdown,lądowanie,
touching,poruszający,wzruszający
touchy,drażliwy,
toughen,wzmacniać,"utwardzać
 2.  twardnieć"
toupee,mała,
tour,wycieczka,"zwiedzanie
ii.    objeżdżać"
tourism,turystyka,
tousled,rozczochrany,
tout,biletów,
towel,ręcznik,
towering,wyniosły,
towpath,ścieżka,
toxic,toksyczny,
trace,kopiować,ślad
track,wiedzieć,
trade,działacz,związkowiec
traditional,tradycyjny,
traffic,światła,
tragedy,tragedia,
tragic,tragiczny,
trail,ciągnąć,"tracić|wlec
 2.  tracić punkty|wlec za sobą"
train,koleją,
trained,szkolony,
traipse,ciągnąć,włóczyć się
trample,deptać,"nadepnąć 
 2.  zdeptywać"
tranquil,spokojny,
transact,przeprowadzać,
transcend,przekraczać,
transcendental,transcendentny,
transcribe,transkrybować,
transfer,naklejka,
transform,przekształcać,
transfusion,przetoczenie,
transient,efemeryczny,
transition,przejście,
transitory,przejściowy,
transl,tłumaczenie,
translate,przekładać,tłumaczyć
translation,przekład,tłumaczenie
translator,tłumacz,
transmission,przenoszenie,"przesyłanie
 2.  transmisja"
transmit,przesyłać,"przekazywać|przenosić 
 2.  transmitować"
transmitter,przekaźnik,
transport,przewozić,
transverse,poprzeczny,
trap,pułapka,"zamknąć
 3.  zwabiać|znęcać
 4.  przechwytywać|znęcać w pułapkę"
trapdoor,zapadnia,
trashcan,kubeł,
trashy,bezwartościowy,
trauma,cierpienie,
traumatic,traumatyczny,
travel,jeździć,przenosić|pracownik biura podróży
traverse,przecinać,
travesty,parodia,
treas,skarbnik,
treasurer,skarbnik,
treat,nasycać,"fundować|stawiać
ii.    szczególna uroczystość"
treatment,leczenie,
trek,podróżować,podróż
tremble,drżeć,
tremendous,niebywały,
tremor,drżenie,
trench,rów,
trend,kierunek,
trendy,modny,
trepidation,niepokój,
trespass,wchodzić,wtargnąć
trespasser,wstęp,
triangle,trójkąt,
triangular,trójkątny,
tribal,plemienny,
tribe,plemię,
tribesman,członek,
tribunal,trybunał,
tributary,dopływ,
trick,oszukiwać,
trickery,podstęp,
trickle,i.    ciec strużką,"sączyć się
ii.    strużka|wątły strumyczek"
tricky,podstępny,
trifle,"bagatela
 2.  przekładaniec",odrobinę
trifling,nieważny,
trigger,język,
trilogy,trylogia,
trimming,ozdóbka,
trinket,ozdóbka,świecidełko
trip,przewracać,
tripartite,trójstronny,
triple,potrójny,potrajać
trite,banalny,
triumph,triumfować,
trivia,banały,
trivial,banalny,nie znaczący
troop,oddział,"wojsko
ii.    przegrupowywać się"
trooper,żołnierz,
tropic,tropik,
tropical,tropikalny,
troubled,zmartwiony,"zakłopotany
 2.  zaburzony"
troublemaker,kłopotów,
troublesome,kłopotliwy,
trout,pstrąg,
trowel,łopatka,"łopatka
 2.  kielnia"
trudge,iść,
truly,poważaniem,
trumpeter,trębacz,
truncate,obcinać,okaleczać
truncheon,pałka,
trundle,toczyć,toczyć się
trust,"wierzyć 
 2.  zaufać",
trustee,powiernik,zarządca
trustful,ufny,
trusting,ufny,
trustworthy,godny,
trusty,ulubiony,
trying,ciężki,dojmujący
tshirt,koszulka,
tu,wtorek,związek zawodowy
tubercular,gruźliczy,gruźlik
tuberculosis,gruźlica,
tubular,rurkowy,
tuck,wpychać,zawijać
tues,wtorek,
tuesday,wtorek,
tuft,kępka,pęczek
tumbler,szklanka,
tummy,brzuszek,
tumor,nowotwór,
tumour,nowotwór,
tuna,tuńczyk,
tuna fish,tuńczyk,
tuneful,melodyjny,
turgid,napuszony,
turk,turek,
turmoil,niepokój,
